path,y
cats_dogs/train/dogs/dog.342.jpg,1
cats_dogs/train/cats/cat.661.jpg,0
cats_dogs/train/cats/cat.516.jpg,0
cats_dogs/train/dogs/dog.938.jpg,1
cats_dogs/train/cats/cat.224.jpg,0
cats_dogs/train/cats/cat.252.jpg,0
cats_dogs/train/dogs/dog.201.jpg,1
cats_dogs/train/dogs/dog.896.jpg,1
cats_dogs/train/dogs/dog.982.jpg,1
cats_dogs/train/dogs/dog.874.jpg,1
cats_dogs/train/dogs/dog.914.jpg,1
cats_dogs/train/dogs/dog.752.jpg,1
cats_dogs/train/cats/cat.563.jpg,0
cats_dogs/train/dogs/dog.646.jpg,1
cats_dogs/train/cats/cat.497.jpg,0
cats_dogs/train/dogs/dog.774.jpg,1
cats_dogs/train/cats/cat.115.jpg,0
cats_dogs/train/dogs/dog.33.jpg,1
cats_dogs/train/dogs/dog.114.jpg,1
cats_dogs/train/dogs/dog.298.jpg,1
cats_dogs/train/dogs/dog.669.jpg,1
cats_dogs/train/dogs/dog.953.jpg,1
cats_dogs/train/cats/cat.263.jpg,0
cats_dogs/train/dogs/dog.233.jpg,1
cats_dogs/train/cats/cat.835.jpg,0
cats_dogs/train/cats/cat.641.jpg,0
cats_dogs/train/dogs/dog.929.jpg,1
cats_dogs/train/dogs/dog.199.jpg,1
cats_dogs/train/dogs/dog.79.jpg,1
cats_dogs/train/cats/cat.832.jpg,0
cats_dogs/train/cats/cat.503.jpg,0
cats_dogs/train/cats/cat.135.jpg,0
cats_dogs/train/cats/cat.887.jpg,0
cats_dogs/train/cats/cat.791.jpg,0
cats_dogs/train/cats/cat.355.jpg,0
cats_dogs/train/cats/cat.668.jpg,0
cats_dogs/train/dogs/dog.566.jpg,1
cats_dogs/train/cats/cat.876.jpg,0
cats_dogs/train/dogs/dog.540.jpg,1
cats_dogs/train/dogs/dog.257.jpg,1
cats_dogs/train/cats/cat.920.jpg,0
cats_dogs/train/cats/cat.309.jpg,0
cats_dogs/train/dogs/dog.594.jpg,1
cats_dogs/train/cats/cat.87.jpg,0
cats_dogs/train/dogs/dog.325.jpg,1
cats_dogs/train/cats/cat.53.jpg,0
cats_dogs/train/cats/cat.546.jpg,0
cats_dogs/train/dogs/dog.307.jpg,1
cats_dogs/train/cats/cat.163.jpg,0
cats_dogs/train/cats/cat.825.jpg,0
cats_dogs/train/cats/cat.619.jpg,0
cats_dogs/train/cats/cat.154.jpg,0
cats_dogs/train/cats/cat.524.jpg,0
cats_dogs/train/dogs/dog.496.jpg,1
cats_dogs/train/dogs/dog.338.jpg,1
cats_dogs/train/cats/cat.188.jpg,0
cats_dogs/train/dogs/dog.380.jpg,1
cats_dogs/train/dogs/dog.746.jpg,1
cats_dogs/train/dogs/dog.77.jpg,1
cats_dogs/train/dogs/dog.793.jpg,1
cats_dogs/train/dogs/dog.352.jpg,1
cats_dogs/train/dogs/dog.427.jpg,1
cats_dogs/train/dogs/dog.396.jpg,1
cats_dogs/train/dogs/dog.714.jpg,1
cats_dogs/train/cats/cat.912.jpg,0
cats_dogs/train/dogs/dog.91.jpg,1
cats_dogs/train/cats/cat.51.jpg,0
cats_dogs/train/dogs/dog.54.jpg,1
cats_dogs/train/cats/cat.785.jpg,0
cats_dogs/train/cats/cat.605.jpg,0
cats_dogs/train/cats/cat.772.jpg,0
cats_dogs/train/dogs/dog.487.jpg,1
cats_dogs/train/dogs/dog.271.jpg,1
cats_dogs/train/dogs/dog.696.jpg,1
cats_dogs/train/dogs/dog.952.jpg,1
cats_dogs/train/cats/cat.124.jpg,0
cats_dogs/train/dogs/dog.627.jpg,1
cats_dogs/train/cats/cat.470.jpg,0
cats_dogs/train/dogs/dog.282.jpg,1
cats_dogs/train/dogs/dog.979.jpg,1
cats_dogs/train/cats/cat.491.jpg,0
cats_dogs/train/cats/cat.284.jpg,0
cats_dogs/train/cats/cat.157.jpg,0
cats_dogs/train/dogs/dog.421.jpg,1
cats_dogs/train/dogs/dog.398.jpg,1
cats_dogs/train/dogs/dog.250.jpg,1
cats_dogs/train/dogs/dog.225.jpg,1
cats_dogs/train/cats/cat.45.jpg,0
cats_dogs/train/dogs/dog.916.jpg,1
cats_dogs/train/dogs/dog.162.jpg,1
cats_dogs/train/cats/cat.342.jpg,0
cats_dogs/train/cats/cat.277.jpg,0
cats_dogs/train/dogs/dog.482.jpg,1
cats_dogs/train/cats/cat.681.jpg,0
cats_dogs/train/dogs/dog.801.jpg,1
cats_dogs/train/dogs/dog.147.jpg,1
cats_dogs/train/dogs/dog.628.jpg,1
cats_dogs/train/dogs/dog.261.jpg,1
cats_dogs/train/cats/cat.766.jpg,0
cats_dogs/train/cats/cat.990.jpg,0
cats_dogs/train/cats/cat.324.jpg,0
cats_dogs/train/dogs/dog.857.jpg,1
cats_dogs/train/cats/cat.565.jpg,0
cats_dogs/train/dogs/dog.459.jpg,1
cats_dogs/train/cats/cat.534.jpg,0
cats_dogs/train/cats/cat.463.jpg,0
cats_dogs/train/cats/cat.813.jpg,0
cats_dogs/train/dogs/dog.926.jpg,1
cats_dogs/train/cats/cat.924.jpg,0
cats_dogs/train/cats/cat.478.jpg,0
cats_dogs/train/dogs/dog.944.jpg,1
cats_dogs/train/dogs/dog.408.jpg,1
cats_dogs/train/cats/cat.573.jpg,0
cats_dogs/train/dogs/dog.294.jpg,1
cats_dogs/train/dogs/dog.930.jpg,1
cats_dogs/train/cats/cat.738.jpg,0
cats_dogs/train/cats/cat.654.jpg,0
cats_dogs/train/dogs/dog.941.jpg,1
cats_dogs/train/dogs/dog.153.jpg,1
cats_dogs/train/dogs/dog.172.jpg,1
cats_dogs/train/cats/cat.930.jpg,0
cats_dogs/train/cats/cat.648.jpg,0
cats_dogs/train/dogs/dog.670.jpg,1
cats_dogs/train/dogs/dog.958.jpg,1
cats_dogs/train/dogs/dog.81.jpg,1
cats_dogs/train/cats/cat.609.jpg,0
cats_dogs/train/dogs/dog.681.jpg,1
cats_dogs/train/dogs/dog.583.jpg,1
cats_dogs/train/dogs/dog.382.jpg,1
cats_dogs/train/dogs/dog.921.jpg,1
cats_dogs/train/dogs/dog.618.jpg,1
cats_dogs/train/cats/cat.928.jpg,0
cats_dogs/train/dogs/dog.803.jpg,1
cats_dogs/train/dogs/dog.134.jpg,1
cats_dogs/train/cats/cat.629.jpg,0
cats_dogs/train/dogs/dog.650.jpg,1
cats_dogs/train/dogs/dog.340.jpg,1
cats_dogs/train/cats/cat.482.jpg,0
cats_dogs/train/dogs/dog.157.jpg,1
cats_dogs/train/dogs/dog.393.jpg,1
cats_dogs/train/dogs/dog.950.jpg,1
cats_dogs/train/cats/cat.174.jpg,0
cats_dogs/train/dogs/dog.141.jpg,1
cats_dogs/train/cats/cat.2.jpg,0
cats_dogs/train/dogs/dog.702.jpg,1
cats_dogs/train/cats/cat.421.jpg,0
cats_dogs/train/dogs/dog.943.jpg,1
cats_dogs/train/dogs/dog.686.jpg,1
cats_dogs/train/dogs/dog.485.jpg,1
cats_dogs/train/dogs/dog.586.jpg,1
cats_dogs/train/dogs/dog.707.jpg,1
cats_dogs/train/dogs/dog.17.jpg,1
cats_dogs/train/cats/cat.34.jpg,0
cats_dogs/train/cats/cat.350.jpg,0
cats_dogs/train/dogs/dog.593.jpg,1
cats_dogs/train/dogs/dog.954.jpg,1
cats_dogs/train/dogs/dog.472.jpg,1
cats_dogs/train/cats/cat.71.jpg,0
cats_dogs/train/dogs/dog.726.jpg,1
cats_dogs/train/dogs/dog.719.jpg,1
cats_dogs/train/cats/cat.84.jpg,0
cats_dogs/train/cats/cat.549.jpg,0
cats_dogs/train/dogs/dog.51.jpg,1
cats_dogs/train/cats/cat.582.jpg,0
cats_dogs/train/cats/cat.893.jpg,0
cats_dogs/train/dogs/dog.156.jpg,1
cats_dogs/train/dogs/dog.318.jpg,1
cats_dogs/train/cats/cat.331.jpg,0
cats_dogs/train/dogs/dog.394.jpg,1
cats_dogs/train/dogs/dog.377.jpg,1
cats_dogs/train/cats/cat.961.jpg,0
cats_dogs/train/cats/cat.483.jpg,0
cats_dogs/train/dogs/dog.804.jpg,1
cats_dogs/train/dogs/dog.843.jpg,1
cats_dogs/train/dogs/dog.901.jpg,1
cats_dogs/train/dogs/dog.316.jpg,1
cats_dogs/train/dogs/dog.994.jpg,1
cats_dogs/train/dogs/dog.511.jpg,1
cats_dogs/train/cats/cat.88.jpg,0
cats_dogs/train/cats/cat.707.jpg,0
cats_dogs/train/dogs/dog.122.jpg,1
cats_dogs/train/dogs/dog.158.jpg,1
cats_dogs/train/dogs/dog.820.jpg,1
cats_dogs/train/dogs/dog.727.jpg,1
cats_dogs/train/cats/cat.273.jpg,0
cats_dogs/train/cats/cat.923.jpg,0
cats_dogs/train/cats/cat.151.jpg,0
cats_dogs/train/dogs/dog.509.jpg,1
cats_dogs/train/dogs/dog.775.jpg,1
cats_dogs/train/dogs/dog.84.jpg,1
cats_dogs/train/cats/cat.795.jpg,0
cats_dogs/train/cats/cat.317.jpg,0
cats_dogs/train/cats/cat.210.jpg,0
cats_dogs/train/dogs/dog.120.jpg,1
cats_dogs/train/cats/cat.853.jpg,0
cats_dogs/train/dogs/dog.269.jpg,1
cats_dogs/train/cats/cat.322.jpg,0
cats_dogs/train/cats/cat.851.jpg,0
cats_dogs/train/dogs/dog.348.jpg,1
cats_dogs/train/dogs/dog.119.jpg,1
cats_dogs/train/dogs/dog.436.jpg,1
cats_dogs/train/dogs/dog.302.jpg,1
cats_dogs/train/cats/cat.510.jpg,0
cats_dogs/train/cats/cat.384.jpg,0
cats_dogs/train/cats/cat.18.jpg,0
cats_dogs/train/dogs/dog.243.jpg,1
cats_dogs/train/cats/cat.712.jpg,0
cats_dogs/train/dogs/dog.606.jpg,1
cats_dogs/train/cats/cat.111.jpg,0
cats_dogs/train/dogs/dog.533.jpg,1
cats_dogs/train/cats/cat.561.jpg,0
cats_dogs/train/cats/cat.594.jpg,0
cats_dogs/train/dogs/dog.652.jpg,1
cats_dogs/train/dogs/dog.169.jpg,1
cats_dogs/train/dogs/dog.236.jpg,1
cats_dogs/train/dogs/dog.72.jpg,1
cats_dogs/train/dogs/dog.220.jpg,1
cats_dogs/train/dogs/dog.572.jpg,1
cats_dogs/train/dogs/dog.621.jpg,1
cats_dogs/train/dogs/dog.272.jpg,1
cats_dogs/train/dogs/dog.235.jpg,1
cats_dogs/train/cats/cat.769.jpg,0
cats_dogs/train/cats/cat.378.jpg,0
cats_dogs/train/cats/cat.728.jpg,0
cats_dogs/train/cats/cat.625.jpg,0
cats_dogs/train/cats/cat.727.jpg,0
cats_dogs/train/dogs/dog.60.jpg,1
cats_dogs/train/dogs/dog.249.jpg,1
cats_dogs/train/dogs/dog.89.jpg,1
cats_dogs/train/cats/cat.19.jpg,0
cats_dogs/train/dogs/dog.121.jpg,1
cats_dogs/train/dogs/dog.363.jpg,1
cats_dogs/train/dogs/dog.829.jpg,1
cats_dogs/train/cats/cat.552.jpg,0
cats_dogs/train/cats/cat.646.jpg,0
cats_dogs/train/dogs/dog.218.jpg,1
cats_dogs/train/dogs/dog.142.jpg,1
cats_dogs/train/cats/cat.730.jpg,0
cats_dogs/train/dogs/dog.59.jpg,1
cats_dogs/train/dogs/dog.553.jpg,1
cats_dogs/train/cats/cat.946.jpg,0
cats_dogs/train/dogs/dog.951.jpg,1
cats_dogs/train/cats/cat.577.jpg,0
cats_dogs/train/cats/cat.512.jpg,0
cats_dogs/train/dogs/dog.437.jpg,1
cats_dogs/train/dogs/dog.671.jpg,1
cats_dogs/train/cats/cat.871.jpg,0
cats_dogs/train/dogs/dog.425.jpg,1
cats_dogs/train/dogs/dog.647.jpg,1
cats_dogs/train/cats/cat.414.jpg,0
cats_dogs/train/cats/cat.883.jpg,0
cats_dogs/train/dogs/dog.812.jpg,1
cats_dogs/train/dogs/dog.701.jpg,1
cats_dogs/train/dogs/dog.286.jpg,1
cats_dogs/train/dogs/dog.58.jpg,1
cats_dogs/train/dogs/dog.136.jpg,1
cats_dogs/train/dogs/dog.883.jpg,1
cats_dogs/train/dogs/dog.288.jpg,1
cats_dogs/train/cats/cat.515.jpg,0
cats_dogs/train/dogs/dog.600.jpg,1
cats_dogs/train/dogs/dog.69.jpg,1
cats_dogs/train/cats/cat.919.jpg,0
cats_dogs/train/cats/cat.442.jpg,0
cats_dogs/train/cats/cat.272.jpg,0
cats_dogs/train/dogs/dog.86.jpg,1
cats_dogs/train/dogs/dog.190.jpg,1
cats_dogs/train/dogs/dog.589.jpg,1
cats_dogs/train/dogs/dog.732.jpg,1
cats_dogs/train/dogs/dog.728.jpg,1
cats_dogs/train/dogs/dog.554.jpg,1
cats_dogs/train/cats/cat.242.jpg,0
cats_dogs/train/cats/cat.523.jpg,0
cats_dogs/train/cats/cat.74.jpg,0
cats_dogs/train/cats/cat.745.jpg,0
cats_dogs/train/cats/cat.12.jpg,0
cats_dogs/train/dogs/dog.927.jpg,1
cats_dogs/train/dogs/dog.319.jpg,1
cats_dogs/train/cats/cat.319.jpg,0
cats_dogs/train/dogs/dog.44.jpg,1
cats_dogs/train/cats/cat.227.jpg,0
cats_dogs/train/dogs/dog.972.jpg,1
cats_dogs/train/dogs/dog.322.jpg,1
cats_dogs/train/cats/cat.369.jpg,0
cats_dogs/train/cats/cat.711.jpg,0
cats_dogs/train/dogs/dog.462.jpg,1
cats_dogs/train/dogs/dog.868.jpg,1
cats_dogs/train/dogs/dog.492.jpg,1
cats_dogs/train/dogs/dog.497.jpg,1
cats_dogs/train/cats/cat.913.jpg,0
cats_dogs/train/cats/cat.377.jpg,0
cats_dogs/train/cats/cat.127.jpg,0
cats_dogs/train/dogs/dog.476.jpg,1
cats_dogs/train/dogs/dog.631.jpg,1
cats_dogs/train/dogs/dog.739.jpg,1
cats_dogs/train/cats/cat.112.jpg,0
cats_dogs/train/cats/cat.680.jpg,0
cats_dogs/train/dogs/dog.76.jpg,1
cats_dogs/train/dogs/dog.641.jpg,1
cats_dogs/train/cats/cat.287.jpg,0
cats_dogs/train/dogs/dog.760.jpg,1
cats_dogs/train/cats/cat.49.jpg,0
cats_dogs/train/cats/cat.579.jpg,0
cats_dogs/train/cats/cat.397.jpg,0
cats_dogs/train/cats/cat.441.jpg,0
cats_dogs/train/dogs/dog.428.jpg,1
cats_dogs/train/cats/cat.451.jpg,0
cats_dogs/train/dogs/dog.111.jpg,1
cats_dogs/train/dogs/dog.908.jpg,1
cats_dogs/train/dogs/dog.229.jpg,1
cats_dogs/train/dogs/dog.297.jpg,1
cats_dogs/train/dogs/dog.161.jpg,1
cats_dogs/train/dogs/dog.691.jpg,1
cats_dogs/train/dogs/dog.902.jpg,1
cats_dogs/train/cats/cat.153.jpg,0
cats_dogs/train/dogs/dog.551.jpg,1
cats_dogs/train/cats/cat.616.jpg,0
cats_dogs/train/cats/cat.35.jpg,0
cats_dogs/train/dogs/dog.844.jpg,1
cats_dogs/train/dogs/dog.453.jpg,1
cats_dogs/train/cats/cat.209.jpg,0
cats_dogs/train/dogs/dog.882.jpg,1
cats_dogs/train/cats/cat.348.jpg,0
cats_dogs/train/dogs/dog.2.jpg,1
cats_dogs/train/dogs/dog.568.jpg,1
cats_dogs/train/cats/cat.247.jpg,0
cats_dogs/train/dogs/dog.712.jpg,1
cats_dogs/train/dogs/dog.576.jpg,1
cats_dogs/train/cats/cat.250.jpg,0
cats_dogs/train/cats/cat.953.jpg,0
cats_dogs/train/dogs/dog.98.jpg,1
cats_dogs/train/cats/cat.944.jpg,0
cats_dogs/train/cats/cat.993.jpg,0
cats_dogs/train/dogs/dog.165.jpg,1
cats_dogs/train/dogs/dog.867.jpg,1
cats_dogs/train/dogs/dog.957.jpg,1
cats_dogs/train/dogs/dog.731.jpg,1
cats_dogs/train/cats/cat.231.jpg,0
cats_dogs/train/dogs/dog.28.jpg,1
cats_dogs/train/cats/cat.310.jpg,0
cats_dogs/train/cats/cat.922.jpg,0
cats_dogs/train/cats/cat.950.jpg,0
cats_dogs/train/dogs/dog.845.jpg,1
cats_dogs/train/dogs/dog.973.jpg,1
cats_dogs/train/cats/cat.424.jpg,0
cats_dogs/train/cats/cat.822.jpg,0
cats_dogs/train/dogs/dog.226.jpg,1
cats_dogs/train/cats/cat.363.jpg,0
cats_dogs/train/cats/cat.858.jpg,0
cats_dogs/train/dogs/dog.295.jpg,1
cats_dogs/train/cats/cat.653.jpg,0
cats_dogs/train/cats/cat.717.jpg,0
cats_dogs/train/dogs/dog.268.jpg,1
cats_dogs/train/dogs/dog.376.jpg,1
cats_dogs/train/cats/cat.24.jpg,0
cats_dogs/train/dogs/dog.465.jpg,1
cats_dogs/train/cats/cat.119.jpg,0
cats_dogs/train/cats/cat.794.jpg,0
cats_dogs/train/cats/cat.204.jpg,0
cats_dogs/train/dogs/dog.743.jpg,1
cats_dogs/train/dogs/dog.543.jpg,1
cats_dogs/train/cats/cat.775.jpg,0
cats_dogs/train/dogs/dog.965.jpg,1
cats_dogs/train/dogs/dog.457.jpg,1
cats_dogs/train/cats/cat.846.jpg,0
cats_dogs/train/dogs/dog.361.jpg,1
cats_dogs/train/dogs/dog.231.jpg,1
cats_dogs/train/dogs/dog.30.jpg,1
cats_dogs/train/dogs/dog.625.jpg,1
cats_dogs/train/cats/cat.660.jpg,0
cats_dogs/train/dogs/dog.329.jpg,1
cats_dogs/train/cats/cat.26.jpg,0
cats_dogs/train/dogs/dog.807.jpg,1
cats_dogs/train/cats/cat.949.jpg,0
cats_dogs/train/cats/cat.816.jpg,0
cats_dogs/train/dogs/dog.414.jpg,1
cats_dogs/train/dogs/dog.353.jpg,1
cats_dogs/train/cats/cat.848.jpg,0
cats_dogs/train/cats/cat.101.jpg,0
cats_dogs/train/cats/cat.401.jpg,0
cats_dogs/train/cats/cat.649.jpg,0
cats_dogs/train/cats/cat.261.jpg,0
cats_dogs/train/cats/cat.591.jpg,0
cats_dogs/train/dogs/dog.833.jpg,1
cats_dogs/train/cats/cat.955.jpg,0
cats_dogs/train/dogs/dog.761.jpg,1
cats_dogs/train/cats/cat.61.jpg,0
cats_dogs/train/cats/cat.31.jpg,0
cats_dogs/train/cats/cat.148.jpg,0
cats_dogs/train/dogs/dog.242.jpg,1
cats_dogs/train/dogs/dog.853.jpg,1
cats_dogs/train/cats/cat.720.jpg,0
cats_dogs/train/cats/cat.826.jpg,0
cats_dogs/train/cats/cat.840.jpg,0
cats_dogs/train/cats/cat.114.jpg,0
cats_dogs/train/cats/cat.684.jpg,0
cats_dogs/train/cats/cat.511.jpg,0
cats_dogs/train/cats/cat.334.jpg,0
cats_dogs/train/cats/cat.856.jpg,0
cats_dogs/train/dogs/dog.666.jpg,1
cats_dogs/train/cats/cat.460.jpg,0
cats_dogs/train/cats/cat.94.jpg,0
cats_dogs/train/dogs/dog.717.jpg,1
cats_dogs/train/dogs/dog.880.jpg,1
cats_dogs/train/dogs/dog.168.jpg,1
cats_dogs/train/dogs/dog.387.jpg,1
cats_dogs/train/cats/cat.777.jpg,0
cats_dogs/train/cats/cat.132.jpg,0
cats_dogs/train/cats/cat.183.jpg,0
cats_dogs/train/dogs/dog.230.jpg,1
cats_dogs/train/cats/cat.58.jpg,0
cats_dogs/train/dogs/dog.429.jpg,1
cats_dogs/train/cats/cat.481.jpg,0
cats_dogs/train/cats/cat.267.jpg,0
cats_dogs/train/dogs/dog.800.jpg,1
cats_dogs/train/dogs/dog.637.jpg,1
cats_dogs/train/dogs/dog.822.jpg,1
cats_dogs/train/dogs/dog.547.jpg,1
cats_dogs/train/cats/cat.320.jpg,0
cats_dogs/train/dogs/dog.809.jpg,1
cats_dogs/train/cats/cat.79.jpg,0
cats_dogs/train/dogs/dog.642.jpg,1
cats_dogs/train/dogs/dog.668.jpg,1
cats_dogs/train/dogs/dog.370.jpg,1
cats_dogs/train/dogs/dog.776.jpg,1
cats_dogs/train/cats/cat.11.jpg,0
cats_dogs/train/dogs/dog.830.jpg,1
cats_dogs/train/cats/cat.965.jpg,0
cats_dogs/train/dogs/dog.484.jpg,1
cats_dogs/train/cats/cat.729.jpg,0
cats_dogs/train/cats/cat.337.jpg,0
cats_dogs/train/dogs/dog.676.jpg,1
cats_dogs/train/cats/cat.875.jpg,0
cats_dogs/train/dogs/dog.887.jpg,1
cats_dogs/train/cats/cat.333.jpg,0
cats_dogs/train/cats/cat.521.jpg,0
cats_dogs/train/cats/cat.368.jpg,0
cats_dogs/train/dogs/dog.99.jpg,1
cats_dogs/train/cats/cat.865.jpg,0
cats_dogs/train/dogs/dog.176.jpg,1
cats_dogs/train/cats/cat.644.jpg,0
cats_dogs/train/cats/cat.904.jpg,0
cats_dogs/train/dogs/dog.779.jpg,1
cats_dogs/train/cats/cat.898.jpg,0
cats_dogs/train/cats/cat.232.jpg,0
cats_dogs/train/cats/cat.338.jpg,0
cats_dogs/train/dogs/dog.411.jpg,1
cats_dogs/train/dogs/dog.689.jpg,1
cats_dogs/train/dogs/dog.431.jpg,1
cats_dogs/train/cats/cat.533.jpg,0
cats_dogs/train/cats/cat.417.jpg,0
cats_dogs/train/dogs/dog.93.jpg,1
cats_dogs/train/cats/cat.68.jpg,0
cats_dogs/train/dogs/dog.18.jpg,1
cats_dogs/train/cats/cat.750.jpg,0
cats_dogs/train/dogs/dog.662.jpg,1
cats_dogs/train/dogs/dog.100.jpg,1
cats_dogs/train/dogs/dog.946.jpg,1
cats_dogs/train/dogs/dog.718.jpg,1
cats_dogs/train/dogs/dog.626.jpg,1
cats_dogs/train/cats/cat.223.jpg,0
cats_dogs/train/dogs/dog.27.jpg,1
cats_dogs/train/dogs/dog.360.jpg,1
cats_dogs/train/dogs/dog.470.jpg,1
cats_dogs/train/cats/cat.843.jpg,0
cats_dogs/train/dogs/dog.451.jpg,1
cats_dogs/train/cats/cat.527.jpg,0
cats_dogs/train/cats/cat.942.jpg,0
cats_dogs/train/dogs/dog.617.jpg,1
cats_dogs/train/dogs/dog.386.jpg,1
cats_dogs/train/cats/cat.747.jpg,0
cats_dogs/train/cats/cat.416.jpg,0
cats_dogs/train/dogs/dog.494.jpg,1
cats_dogs/train/cats/cat.823.jpg,0
cats_dogs/train/dogs/dog.284.jpg,1
cats_dogs/train/dogs/dog.770.jpg,1
cats_dogs/train/dogs/dog.721.jpg,1
cats_dogs/train/cats/cat.553.jpg,0
cats_dogs/train/cats/cat.418.jpg,0
cats_dogs/train/cats/cat.765.jpg,0
cats_dogs/train/cats/cat.173.jpg,0
cats_dogs/train/cats/cat.184.jpg,0
cats_dogs/train/cats/cat.501.jpg,0
cats_dogs/train/dogs/dog.634.jpg,1
cats_dogs/train/cats/cat.686.jpg,0
cats_dogs/train/dogs/dog.988.jpg,1
cats_dogs/train/cats/cat.600.jpg,0
cats_dogs/train/dogs/dog.630.jpg,1
cats_dogs/train/dogs/dog.806.jpg,1
cats_dogs/train/cats/cat.406.jpg,0
cats_dogs/train/dogs/dog.188.jpg,1
cats_dogs/train/cats/cat.129.jpg,0
cats_dogs/train/cats/cat.522.jpg,0
cats_dogs/train/dogs/dog.335.jpg,1
cats_dogs/train/dogs/dog.528.jpg,1
cats_dogs/train/cats/cat.408.jpg,0
cats_dogs/train/dogs/dog.992.jpg,1
cats_dogs/train/dogs/dog.187.jpg,1
cats_dogs/train/dogs/dog.623.jpg,1
cats_dogs/train/dogs/dog.932.jpg,1
